Year_Range,Province,Division,District,Fertilizer_Usage_K_Tons,Area_Sown_Wheat,Area_Sown_Rice,Area_Sown_Cotton,Area_Sown_Sugarcane,Production_Wheat_Tons,Production_Rice_Tons,Production_Cotton_Tons,Production_Sugarcane_Tons,Yield_Wheat_Acre,Yield_Rice_Acre,Yield_Cotton_Acre,Yield_Sugarcane_Acre,Year,Mean_NDVI,District,Total_Rainfall_mm,Avg_Temp_C
2002-03,Punjab,Bahawalpur Divn.                      ,Bahawalpur,114,269,5.0,268.0,9.0,724,7,968.0,501,2.691449814,1.4,3.611940299,55.66666667,2002,0.1595559648920366,Bahawalpur,45.88,28.74
2002-03,Punjab,Bahawalpur Divn.                      ,Bahawalnagar,93,282,41.0,178.0,27.0,695,65,544.0,1155,2.464539007,1.585365854,3.056179775,42.77777778,2002,0.2942703657015851,Bahawalnagar,61.98,28.62
2002-03,Punjab,Bahawalpur Divn.                      ,Rahim Yar Khan,168,303,13.0,307.0,43.0,740,19,1076.0,2620,2.442244224,1.461538462,3.504885993,60.93023256,2002,0.256619070427188,Rahim Yar Khan,21.25,29.0
2002-03,Punjab,D.G.Khan Divn.     ,Layyah,48,178,1.0,29.0,16.0,379,1,63.0,674,2.129213483,1.0,2.172413793,42.125,2002,0.28227773792058,Layyah,141.53,27.79
2002-03,Punjab,D.G.Khan Divn.     ,Muzaffargarh,87,278,20.0,189.0,25.0,657,32,599.0,1394,2.363309353,1.6,3.169312169,55.76,2002,0.3288745351690034,Muzaffargarh,75.27,28.5
2002-03,Punjab,D.G.Khan Divn.     ,Rajanpur,54,135,5.0,148.0,5.0,336,7,651.0,258,2.488888889,1.4,4.398648649,51.6,2002,0.183322405684173,Rajanpur,19.93,28.16
2002-03,Punjab,Faisalabad Divn.            ,Faisalabad,91,254,22.0,32.0,117.0,716,33,67.0,5412,2.818897638,1.5,2.09375,46.25641026,2002,0.4485962970540678,Faisalabad,145.0,28.06
2002-03,Punjab,Faisalabad Divn.            ,Jhang,99,354,79.0,45.0,92.0,916,118,113.0,4178,2.587570621,1.493670886,2.511111111,45.41304348,2002,0.3804188521576321,Jhang,140.76,27.86
2002-03,Punjab,Gujranwala Divn.     ,Gujranwala,69,217,231.0,2.0,3.0,604,436,0.0,98,2.783410138,1.887445887,0.0,32.66666667,2002,0.4234985552035523,Gujranwala,410.62,26.75
2002-03,Punjab,Gujranwala Divn.     ,Gujrat,22,131,34.0,0.0,4.0,224,53,0.0,135,1.709923664,1.558823529,0.0,33.75,2002,0.3621311584473563,Gujrat,418.55,26.66
2002-03,Punjab,Gujranwala Divn.     ,Hafizabad,41,134,113.0,0.0,8.0,367,203,0.0,428,2.73880597,1.796460177,0.0,53.5,2002,0.415293709840242,Hafizabad,331.36,27.0
2002-03,Punjab,Gujranwala Divn.     ,Mandi BahaudDin,35,116,73.0,0.0,34.0,323,133,2.0,1453,2.784482759,1.821917808,0.0,42.73529412,2002,0.4475177557198337,Mandi Bahauddin,418.55,26.66
2002-03,Punjab,Gujranwala Divn.     ,Narowal,27,124,74.0,0.0,5.0,245,95,0.0,132,1.975806452,1.283783784,0.0,26.4,2002,0.377925367609553,Narowal,466.1,26.67
2002-03,Punjab,Gujranwala Divn.     ,Sialkot,32,186,151.0,0.0,2.0,440,241,0.0,70,2.365591398,1.59602649,0.0,35.0,2002,0.4162078059343438,Sialkot,478.5,26.63
2002-03,Punjab,Lahore Divn.                                        ,Lahore,51,55,34.0,0.0,1.0,148,59,0.0,39,2.690909091,1.735294118,0.0,39.0,2002,0.3638107444842476,Lahore,331.81,27.19
2002-03,Punjab,Lahore Divn.                                        ,Kasur,78,164,51.0,8.0,63.0,425,86,9.0,2696,2.591463415,1.68627451,1.125,42.79365079,2002,0.4329028765173437,Kasur,259.53,27.56
2002-03,Punjab,Lahore Divn.                                        ,Okara,93,218,104.0,9.0,32.0,746,199,18.0,1528,3.422018349,1.913461538,2.0,47.75,2002,0.4692426269512749,Okara,132.04,28.14
2002-03,Punjab,Lahore Divn.                                        ,Sheikhupura,78,297,247.0,0.0,23.0,767,417,0.0,909,2.582491582,1.688259109,0.0,39.52173913,2002,0.3996227041461709,Sheikhupura,331.81,27.19
2002-03,Punjab,Multan Divn.                                      ,Multan,117,191,8.0,167.0,3.0,486,12,600.0,186,2.544502618,1.5,3.592814371,62.0,2002,0.4176352134924269,Multan,75.27,28.5
2002-03,Punjab,Multan Divn.                                      ,Khanewal,92,215,18.0,176.0,10.0,587,28,627.0,491,2.730232558,1.555555556,3.5625,49.1,2002,0.4395459256775582,Khanewal,105.5,28.16
2002-03,Punjab,Multan Divn.                                      ,Pakpattan,68,157,46.0,30.0,14.0,529,96,59.0,589,3.369426752,2.086956522,1.966666667,42.07142857,2002,0.4672448525767142,Pakpattan,104.61,28.32
2002-03,Punjab,Multan Divn.                                      ,Sahiwal,75,151,23.0,77.0,14.0,469,35,174.0,476,3.105960265,1.52173913,2.25974026,34.0,2002,0.4706620354688783,Sahiwal,104.61,28.32
2002-03,Punjab,Multan Divn.                                      ,Vehari,102,258,18.0,208.0,19.0,700,31,767.0,1106,2.713178295,1.722222222,3.6875,58.21052632,2002,0.4579630661039157,Vehari,78.63,28.44
2002-03,Punjab,Rawalpindi Divn.                               ,Rawalpindi,7,109,0.0,0.0,0.0,174,0,0.0,0,1.596330275,0.0,0.0,0.0,2002,0.3400635312871323,Rawalpindi,423.05,24.5
2002-03,Punjab,Rawalpindi Divn.                               ,Attock,8,128,0.0,0.0,0.2,195,0,0.0,8,1.5234375,0.0,0.0,40.0,2002,0.27153436729813,Attock,397.47,24.72
2002-03,Punjab,Rawalpindi Divn.                               ,Chakwal,4,115,0.0,0.0,0.0,129,0,0.0,0,1.12173913,0.0,0.0,0.0,2002,0.2702165976042042,Chakwal,340.36,25.23
2002-03,Punjab,Rawalpindi Divn.                               ,Jhelum,1,44,1.0,0.0,0.2,53,2,0.5,9,1.204545455,2.0,0.0,45.0,2002,0.2842023678064617,Jhelum,404.62,25.01
2002-03,Punjab,Sargodha Divn.                                     ,Sargodha,60,190,32.0,7.0,81.0,507,44,7.0,3045,2.668421053,1.375,1.0,37.59259259,2002,0.4723201514823005,Sargodha,209.91,27.6
2002-03,Punjab,Sargodha Divn.                                     ,Bhakkar,21,131,0.0,3.0,22.0,319,0,6.0,819,2.435114504,0.0,2.0,37.22727273,2002,0.257566821719311,Bhakkar,181.24,27.38
2002-03,Punjab,Sargodha Divn.                                     ,Khushab,8,71,16.0,0.0,9.0,121,28,0.5,296,1.704225352,1.75,0.0,32.88888889,2002,0.2993606886043314,Khushab,214.44,27.34
2002-03,Punjab,Sargodha Divn.                                     ,Mianwali,14,143,1.0,3.0,4.0,279,2,7.0,123,1.951048951,2.0,0.0,30.75,2002,0.2840569694513932,Mianwali,251.96,26.3
2003-04,Punjab,Bahawalpur Divn.                      ,Bahawalpur,114,268,6.0,279.0,10.0,633,8,995.0,628,2.361940299,1.333333333,3.566308244,62.8,2003,0.1829026165919133,Bahawalpur,112.01,27.89
2003-04,Punjab,Bahawalpur Divn.                      ,Bahawalnagar,110,294,54.0,199.0,25.0,754,86,629.0,1159,2.56462585,1.592592593,3.16080402,46.36,2003,0.3232594863218799,Bahawalnagar,231.48,27.36
2003-04,Punjab,Bahawalpur Divn.                      ,Rahim Yar Khan,170,311,13.0,309.0,49.0,827,18,820.0,3161,2.659163987,1.384615385,2.653721683,64.51020408,2003,0.2840270343730015,Rahim Yar Khan,100.6,28.19
2003-04,Punjab,D.G.Khan Divn.     ,Layyah,59,182,1.0,37.0,15.0,423,2,75.0,716,2.324175824,2.0,2.027027027,47.73333333,2003,0.2751154409755504,Layyah,136.88,27.13
2003-04,Punjab,D.G.Khan Divn.     ,Muzaffargarh,90,287,20.0,206.0,28.0,681,33,626.0,1464,2.3728223,1.65,3.038834951,52.28571429,2003,0.3378872371328913,Muzaffargarh,101.62,27.74
2003-04,Punjab,D.G.Khan Divn.     ,Rajanpur,63,141,8.0,168.0,8.0,333,12,675.0,440,2.361702128,1.5,4.017857143,55.0,2003,0.1961104574074182,Rajanpur,114.12,27.33
2003-04,Punjab,Faisalabad Divn.            ,Faisalabad,100,265,25.0,36.0,116.0,789,33,73.0,5752,2.977358491,1.32,2.027777778,49.5862069,2003,0.4556369620341666,Faisalabad,287.56,26.77
2003-04,Punjab,Faisalabad Divn.            ,Jhang,97,367,98.0,49.0,91.0,977,151,103.0,4281,2.662125341,1.540816327,2.102040816,47.04395604,2003,0.3679148360594977,Jhang,156.58,27.07
2003-04,Punjab,Gujranwala Divn.     ,Gujranwala,72,223,238.0,0.0,3.0,647,452,0.0,107,2.901345291,1.899159664,0.0,35.66666667,2003,0.4943851787754722,Gujranwala,750.5,25.09
2003-04,Punjab,Gujranwala Divn.     ,Gujrat,20,135,38.0,0.0,4.0,243,61,0.0,138,1.8,1.605263158,0.0,34.5,2003,0.4277147280363985,Gujrat,810.54,24.92
2003-04,Punjab,Gujranwala Divn.     ,Hafizabad,51,138,114.0,0.0,7.0,358,196,0.0,322,2.594202899,1.719298246,0.0,46.0,2003,0.469998770264198,Hafizabad,626.95,25.4
2003-04,Punjab,Gujranwala Divn.     ,Mandi BahaudDin,41,121,80.0,2.0,33.0,302,143,3.0,1417,2.495867769,1.7875,1.5,42.93939394,2003,0.488580692664008,Mandi Bahauddin,810.54,24.92
2003-04,Punjab,Gujranwala Divn.     ,Narowal,45,131,85.0,0.0,4.0,300,131,0.0,121,2.290076336,1.541176471,0.0,30.25,2003,0.4752338984961964,Narowal,777.53,25.12
2003-04,Punjab,Gujranwala Divn.     ,Sialkot,36,194,170.0,0.0,2.0,465,303,0.0,73,2.396907216,1.782352941,0.0,36.5,2003,0.4925225049624046,Sialkot,969.36,24.86
2003-04,Punjab,Lahore Divn.                                        ,Lahore,57,54,38.0,0.0,1.0,143,60,0.0,28,2.648148148,1.578947368,0.0,28.0,2003,0.4081529060300958,Lahore,535.02,25.76
2003-04,Punjab,Lahore Divn.                                        ,Kasur,88,168,62.0,9.0,53.0,417,104,13.0,2347,2.482142857,1.677419355,1.444444444,44.28301887,2003,0.4620220114093334,Kasur,431.5,26.15
2003-04,Punjab,Lahore Divn.                                        ,Okara,94,220,126.0,8.0,27.0,743,218,15.0,1333,3.377272727,1.73015873,1.875,49.37037037,2003,0.4763190441423732,Okara,336.73,26.66
2003-04,Punjab,Lahore Divn.                                        ,Sheikhupura,101,299,259.0,0.2,22.0,817,429,0.5,926,2.732441472,1.656370656,2.5,42.09090909,2003,0.4609507573483678,Sheikhupura,535.02,25.76
2003-04,Punjab,Multan Divn.                                      ,Multan,114,194,11.0,189.0,3.0,475,15,623.0,181,2.448453608,1.363636364,3.296296296,60.33333333,2003,0.4129328946276769,Multan,101.62,27.74
2003-04,Punjab,Multan Divn.                                      ,Khanewal,104,216,21.0,192.0,10.0,586,33,662.0,491,2.712962963,1.571428571,3.447916667,49.1,2003,0.4363901686394676,Khanewal,131.6,27.38
2003-04,Punjab,Multan Divn.                                      ,Pakpattan,71,155,58.0,34.0,12.0,511,116,63.0,564,3.296774194,2.0,1.852941176,47.0,2003,0.4707701048122885,Pakpattan,264.33,26.99
2003-04,Punjab,Multan Divn.                                      ,Sahiwal,76,153,28.0,84.0,14.0,441,45,167.0,605,2.882352941,1.607142857,1.988095238,43.21428571,2003,0.4715722199240695,Sahiwal,264.33,26.99
2003-04,Punjab,Multan Divn.                                      ,Vehari,129,255,23.0,231.0,19.0,659,37,843.0,1168,2.584313725,1.608695652,3.649350649,61.47368421,2003,0.4500687486465179,Vehari,166.62,27.42
2003-04,Punjab,Rawalpindi Divn.                               ,Rawalpindi,10,111,0.0,0.0,0.0,175,0,0.0,0,1.576576577,0.0,0.0,0.0,2003,0.398483240356175,Rawalpindi,794.35,22.76
2003-04,Punjab,Rawalpindi Divn.                               ,Attock,8,140,0.0,0.0,0.2,186,0,0.0,8,1.328571429,0.0,0.0,40.0,2003,0.3054829612240694,Attock,615.77,23.17
2003-04,Punjab,Rawalpindi Divn.                               ,Chakwal,4,127,0.0,0.0,0.0,145,0,0.0,0,1.141732283,0.0,0.0,0.0,2003,0.3000789931600588,Chakwal,490.69,23.84
2003-04,Punjab,Rawalpindi Divn.                               ,Jhelum,3,47,1.0,0.2,0.2,74,2,0.5,9,1.574468085,2.0,2.5,45.0,2003,0.3186947286406664,Jhelum,718.92,23.29
2003-04,Punjab,Sargodha Divn.                                     ,Sargodha,58,198,37.0,7.0,75.0,491,47,7.0,3020,2.47979798,1.27027027,1.0,40.26666667,2003,0.4731429633756246,Sargodha,259.39,26.54
2003-04,Punjab,Sargodha Divn.                                     ,Bhakkar,23,134,0.0,2.0,17.0,309,0,5.0,719,2.305970149,0.0,2.5,42.29411765,2003,0.2290760393039715,Bhakkar,159.41,26.75
2003-04,Punjab,Sargodha Divn.                                     ,Khushab,10,72,15.0,0.2,9.0,126,27,0.5,291,1.75,1.8,2.5,32.33333333,2003,0.2681945009766295,Khushab,206.71,26.51
2003-04,Punjab,Sargodha Divn.                                     ,Mianwali,15,146,2.0,3.0,4.0,296,2,7.0,163,2.02739726,1.0,2.333333333,40.75,2003,0.2980234293898915,Mianwali,229.61,25.62
2004-05,Punjab,Bahawalpur Divn.                      ,Bahawalpur,153,272,4.0,282.0,9.0,738,6,1365.0,465,2.713235294,1.5,4.840425532,51.66666667,2004,0.1707807773511411,Bahawalpur,94.78,28.79
2004-05,Punjab,Bahawalpur Divn.                      ,Bahawalnagar,121,296,58.0,212.0,21.0,803,92,968.0,931,2.712837838,1.586206897,4.566037736,44.33333333,2004,0.3299316466076583,Bahawalnagar,131.21,28.43
2004-05,Punjab,Bahawalpur Divn.                      ,Rahim Yar Khan,235,313,13.0,308.0,54.0,860,20,1613.0,3401,2.747603834,1.538461538,5.237012987,62.98148148,2004,0.2889723963700353,Rahim Yar Khan,41.18,29.16
2004-05,Punjab,D.G.Khan Divn.     ,Layyah,49,180,2.0,43.0,13.0,510,2,130.0,753,2.833333333,1.0,3.023255814,57.92307692,2004,0.3473486199463531,Layyah,224.39,27.88
2004-05,Punjab,D.G.Khan Divn.     ,Muzaffargarh,103,296,17.0,212.0,29.0,774,28,868.0,1330,2.614864865,1.647058824,4.094339623,45.86206897,2004,0.3744766194226497,Muzaffargarh,185.93,28.49
2004-05,Punjab,D.G.Khan Divn.     ,Rajanpur,70,144,6.0,163.0,7.0,379,11,829.0,421,2.631944444,1.833333333,5.085889571,60.14285714,2004,0.2022357716358895,Rajanpur,69.24,28.24
2004-05,Punjab,Faisalabad Divn.            ,Faisalabad,104,277,28.0,50.0,106.0,902,38,137.0,6024,3.25631769,1.357142857,2.74,56.83018868,2004,0.4715853537309783,Faisalabad,247.57,27.88
2004-05,Punjab,Faisalabad Divn.            ,Jhang,120,379,108.0,66.0,81.0,1088,176,168.0,4006,2.870712401,1.62962963,2.545454545,49.45679012,2004,0.4225456056751448,Jhang,237.09,27.88
2004-05,Punjab,Gujranwala Divn.     ,Gujranwala,83,226,244.0,0.0,2.0,712,465,0.0,80,3.150442478,1.905737705,0.0,40.0,2004,0.5181611693546307,Gujranwala,545.98,26.32
2004-05,Punjab,Gujranwala Divn.     ,Gujrat,26,139,42.0,0.0,3.0,276,64,0.0,151,1.985611511,1.523809524,0.0,50.33333333,2004,0.417717864181268,Gujrat,532.53,26.27
2004-05,Punjab,Gujranwala Divn.     ,Hafizabad,47,134,83.0,0.0,6.0,373,217,0.0,282,2.78358209,2.614457831,0.0,47.0,2004,0.4947084563075796,Hafizabad,473.52,26.64
2004-05,Punjab,Gujranwala Divn.     ,Mandi BahaudDin,48,122,119.0,2.0,32.0,327,143,3.0,1436,2.680327869,1.201680672,1.5,44.875,2004,0.4935195454875752,Mandi Bahauddin,532.53,26.27
2004-05,Punjab,Gujranwala Divn.     ,Narowal,47,137,80.0,0.0,3.0,340,111,0.0,90,2.481751825,1.3875,0.0,30.0,2004,0.4786691190869021,Narowal,565.57,26.25
2004-05,Punjab,Gujranwala Divn.     ,Sialkot,40,195,178.0,0.0,2.0,505,294,0.0,74,2.58974359,1.651685393,0.0,37.0,2004,0.5057412030984477,Sialkot,610.66,26.17
2004-05,Punjab,Lahore Divn.                                        ,Lahore,40,55,38.0,0.0,1.0,161,62,0.0,38,2.927272727,1.631578947,0.0,38.0,2004,0.4212390666020014,Lahore,457.3,26.85
2004-05,Punjab,Lahore Divn.                                        ,Kasur,87,174,68.0,12.0,47.0,510,117,20.0,2230,2.931034483,1.720588235,1.666666667,47.44680851,2004,0.4808870498747603,Kasur,375.72,27.23
2004-05,Punjab,Lahore Divn.                                        ,Okara,135,220,132.0,12.0,23.0,748,245,26.0,1150,3.4,1.856060606,2.166666667,50.0,2004,0.4979942206671542,Okara,233.45,27.87
2004-05,Punjab,Lahore Divn.                                        ,Sheikhupura,109,308,274.0,0.2,21.0,893,455,0.5,875,2.899350649,1.660583942,2.5,41.66666667,2004,0.4918349628206518,Sheikhupura,457.3,26.85
2004-05,Punjab,Multan Divn.                                      ,Multan,152,195,10.0,194.0,3.0,535,15,859.0,101,2.743589744,1.5,4.427835052,33.66666667,2004,0.446491690437643,Multan,185.93,28.49
2004-05,Punjab,Multan Divn.                                      ,Khanewal,112,219,21.0,195.0,9.0,676,35,900.0,540,3.086757991,1.666666667,4.615384615,60.0,2004,0.4797206298006837,Khanewal,217.1,28.15
2004-05,Punjab,Multan Divn.                                      ,Pakpattan,80,154,57.0,45.0,9.0,514,98,120.0,434,3.337662338,1.719298246,2.666666667,48.22222222,2004,0.4982296393739541,Pakpattan,185.83,28.15
2004-05,Punjab,Multan Divn.                                      ,Sahiwal,95,156,29.0,91.0,12.0,457,41,241.0,491,2.929487179,1.413793103,2.648351648,40.91666667,2004,0.4874576136564086,Sahiwal,185.83,28.15
2004-05,Punjab,Multan Divn.                                      ,Vehari,143,251,22.0,240.0,17.0,708,38,1107.0,1055,2.820717131,1.727272727,4.6125,62.05882353,2004,0.4812938881409929,Vehari,160.0,28.34
2004-05,Punjab,Rawalpindi Divn.                               ,Rawalpindi,14,117,0.0,0.0,0.0,225,0,0.0,0,1.923076923,0.0,0.0,0.0,2004,0.3931533269941257,Rawalpindi,475.0,24.38
2004-05,Punjab,Rawalpindi Divn.                               ,Attock,8,147,0.0,0.0,0.2,275,0,0.0,8,1.870748299,0.0,0.0,40.0,2004,0.3175297035497157,Attock,392.24,24.84
2004-05,Punjab,Rawalpindi Divn.                               ,Chakwal,3,130,0.0,0.2,0.0,211,0,0.5,0,1.623076923,0.0,2.5,0.0,2004,0.3027991882914937,Chakwal,362.45,25.22
2004-05,Punjab,Rawalpindi Divn.                               ,Jhelum,2,49,2.0,0.2,0.2,100,3,0.5,9,2.040816327,1.5,2.5,45.0,2004,0.30909653479312,Jhelum,472.14,24.78
2004-05,Punjab,Sargodha Divn.                                     ,Sargodha,78,208,40.0,8.0,69.0,569,63,12.0,3351,2.735576923,1.575,1.5,48.56521739,2004,0.4852300952133881,Sargodha,280.69,27.51
2004-05,Punjab,Sargodha Divn.                                     ,Bhakkar,25,145,0.2,3.0,14.0,356,1,6.0,667,2.455172414,5.0,2.0,47.64285714,2004,0.3029585467612231,Bhakkar,224.64,27.55
2004-05,Punjab,Sargodha Divn.                                     ,Khushab,9,87,17.0,0.2,9.0,171,27,0.5,306,1.965517241,1.588235294,2.5,34.0,2004,0.310479864567435,Khushab,251.03,27.46
2004-05,Punjab,Sargodha Divn.                                     ,Mianwali,16,149,2.0,4.0,3.0,331,3,11.0,156,2.22147651,1.5,2.75,52.0,2004,0.3181816173722838,Mianwali,245.33,26.55
2005-06,Punjab,Bahawalpur Divn.                      ,Bahawalpur,150,290,5.0,287.0,8.0,749,7,1160.0,411,2.582758621,1.4,4.041811847,51.375,2005,0.1664424381381704,Bahawalpur,158.14,27.41
2005-06,Punjab,Bahawalpur Divn.                      ,Bahawalnagar,119,323,60.0,220.0,18.0,760,105,869.0,705,2.352941176,1.75,3.95,39.16666667,2005,0.3026208913010045,Bahawalnagar,164.43,27.15
2005-06,Punjab,Bahawalpur Divn.                      ,Rahim Yar Khan,220,307,13.0,304.0,56.0,822,20,1374.0,3108,2.67752443,1.538461538,4.519736842,55.5,2005,0.2716593306613528,Rahim Yar Khan,92.31,27.93
2005-06,Punjab,D.G.Khan Divn.     ,Layyah,62,181,2.0,33.0,12.0,481,3,102.0,411,2.657458564,1.5,3.090909091,34.25,2005,0.2834890344991468,Layyah,248.89,26.48
